Country,Year,Value,Disease
CPV,2016.0,94.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CPV,2017.0,78.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CPV,2018.0,85.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CPV,2019.0,83.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CPV,2020.0,40.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CPV,2021.0,60.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CPV,2022.0,59.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CPV,2023.0,58.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CPV,2024.0,48.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CRI,2013.0,38.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CRI,2014.0,47.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CRI,2015.0,82.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CRI,2016.0,84.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CRI,2017.0,96.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CRI,2018.0,99.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CRI,2019.0,118.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CRI,2020.0,73.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CRI,2021.0,86.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CRI,2022.0,36.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CRI,2023.0,72.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CRI,2024.0,36.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2010.0,67.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2011.0,120.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2012.0,115.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2013.0,108.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2014.0,97.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2015.0,157.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2016.0,143.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2017.0,151.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2018.0,184.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2019.0,187.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2020.0,196.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2021.0,179.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2022.0,186.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2023.0,215.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
CUB,2024.0,160.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2010.0,38.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2011.0,47.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2012.0,42.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2013.0,32.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2014.0,62.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2015.0,76.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2016.0,83.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2017.0,50.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2018.0,50.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2019.0,42.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2020.0,50.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2021.0,46.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2022.0,21.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2023.0,30.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DJI,2024.0,36.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DOM,2010.0,768.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DOM,2011.0,1074.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DOM,2012.0,1308.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DOM,2013.0,972.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DOM,2014.0,1072.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DOM,2015.0,894.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DOM,2016.0,913.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DOM,2017.0,811.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
DOM,2018.0,765.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
